"subjectID","activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyAccMag-mean()","tGravityAccMag-mean()","tBodyAccJerkMag-mean()","tBodyGyroMag-mean()","tBodyGyroJerkMag-mean()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-meanFreq()","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
2,"WALKING_DOWNSTAIRS",0.277615,-0.022661,-0.116813,0.861831,-0.32578,-0.043889,0.110041,-0.00328,-0.020935,-0.115947,-0.004823,0.097174,-0.058104,-0.042147,-0.071023,0.089951,0.089951,0.005655,-0.162189,-0.410873,0.112841,0.278345,-0.131291,-0.273712,0.011931,0.090368,0.138121,0.096209,-0.271499,-0.143898,-0.357515,-0.234704,-0.145776,-0.361914,-0.087494,-0.03753,0.077089,0.136775,0.293425,0.093832,0.222247,0.018836,-0.320839,0.103971,-0.380175,-0.051248,0.046367,0.262882,-0.102838,-0.940362,-0.940069,-0.931438,0.147249,0.126828,-0.340122,-0.320789,-0.415739,-0.279418,-0.243941,-0.469397,-0.218266,0.215586,0.215586,0.229617,-0.274844,-0.343188,0.016105,0.171974,-0.162033,0.049959,0.080833,-0.408227,-0.379437,-0.458733,-0.422988,-0.021479,0.227481,-0.372577,-0.343699
2,"WALKING_UPSTAIRS",0.247165,-0.021412,-0.152514,0.790717,-0.416215,-0.195888,0.074451,-0.00971,0.019481,-0.057691,-0.032088,0.068837,-0.082886,-0.042405,-0.044516,-0.107323,-0.107323,-0.321269,-0.219713,-0.572816,-0.266721,0.009924,-0.281002,-0.281748,-0.061889,-0.236589,-0.258639,-0.187842,-0.522728,-0.049114,-0.287689,-0.374218,-0.331644,-0.488086,-0.248601,-0.115324,-0.130358,-0.077342,-0.145319,0.10768,-0.189511,-0.011917,-0.450612,-0.022753,-0.600798,0.046743,-0.304376,0.108027,-0.112121,-0.934408,-0.923767,-0.878004,-0.276122,-0.185649,-0.573746,-0.439253,-0.466298,-0.163996,-0.464854,-0.645491,-0.467596,-0.205977,-0.205977,-0.217389,-0.377532,-0.597292,-0.320582,0.08488,-0.094545,-0.365415,-0.243554,-0.625091,-0.476359,-0.459758,-0.218072,-0.366728,-0.260424,-0.43862,-0.62182
3,"STANDING",0.275517,-0.018956,-0.1013,-0.241758,0.837032,0.488703,0.076981,0.013804,-0.004356,-0.020817,-0.071851,0.138,-0.100044,-0.038977,-0.068734,-0.972791,-0.972791,-0.979485,-0.951565,-0.986714,-0.980666,-0.96117,-0.968332,-0.073953,0.238471,0.216972,-0.980513,-0.968752,-0.979122,0.175979,-0.013177,0.04482,-0.970167,-0.9781,-0.962342,-0.082217,-0.026682,0.147686,-0.965524,0.23699,-0.97595,0.238611,-0.964587,-0.02293,-0.984278,0.110698,-0.982777,-0.962058,-0.963691,-0.982512,-0.981203,-0.964808,-0.980879,-0.968711,-0.982093,-0.974546,-0.977273,-0.963506,-0.980329,-0.986763,-0.983338,-0.964218,-0.964218,-0.976121,-0.954275,-0.983139,-0.983691,-0.964095,-0.963279,-0.983123,-0.971044,-0.983712,-0.975986,-0.977032,-0.967257,-0.96835,-0.975305,-0.955442,-0.982568
3,"SITTING",0.257198,-0.003503,-0.098358,0.901099,0.127303,0.139021,0.07261,0.002725,-0.004233,-0.038537,-0.075241,0.094011,-0.103606,-0.036091,-0.059008,-0.895383,-0.895383,-0.969081,-0.919354,-0.977998,-0.970154,-0.891908,-0.917988,0.031299,-0.006616,0.047862,-0.97495,-0.95417,-0.970846,0.215732,-0.095915,-0.043747,-0.957551,-0.956174,-0.934968,0.052084,-0.166042,-0.038747,-0.904186,0.02816,-0.965889,0.286796,-0.946665,-0.115526,-0.977898,0.08719,-0.97101,-0.856618,-0.87511,-0.957324,-0.903923,-0.897736,-0.974467,-0.953631,-0.974662,-0.965435,-0.944855,-0.926414,-0.972547,-0.978636,-0.973752,-0.870302,-0.870302,-0.96655,-0.925518,-0.976773,-0.971606,-0.849656,-0.864322,-0.976284,-0.956462,-0.97716,-0.968013,-0.93961,-0.930633,-0.874627,-0.966569,-0.92545,-0.97669
3,"LAYING",0.280047,-0.014338,-0.101622,0.935031,-0.301735,0.024763,0.07509,0.007717,-0.008072,-0.024663,-0.05851,0.066526,-0.09946,-0.047242,-0.041683,-0.925431,-0.925431,-0.959304,-0.892089,-0.962339,-0.960123,-0.908075,-0.939508,-0.087025,-0.12818,0.007719,-0.957667,-0.943498,-0.969175,0.074956,-0.258165,-0.112368,-0.901282,-0.937711,-0.916173,-0.297107,-0.316011,-0.22912,-0.926969,-0.000333,-0.948627,0.129816,-0.913682,-0.309822,-0.960332,-0.020631,-0.966743,-0.893449,-0.911419,-0.98202,-0.957425,-0.928162,-0.957086,-0.941687,-0.97306,-0.900462,-0.927789,-0.912364,-0.940938,-0.968434,-0.958293,-0.915143,-0.915143,-0.94877,-0.882125,-0.95768,-0.969931,-0.892434,-0.904801,-0.960571,-0.943949,-0.975596,-0.901986,-0.923126,-0.919744,-0.921836,-0.948207,-0.88344,-0.957122
3,"WALKING",0.275567,-0.017177,-0.112675,0.936507,-0.261986,-0.138108,0.081475,0.010059,-0.005623,-0.025641,-0.077915,0.081349,-0.09524,-0.038787,-0.050362,-0.25469,-0.25469,-0.280009,-0.466412,-0.566135,-0.316614,-0.081302,-0.412374,-0.246614,0.171743,0.074854,-0.304694,-0.140509,-0.514137,-0.216043,-0.258668,-0.346947,-0.437846,-0.561526,-0.418126,0.03376,-0.03799,-0.044508,-0.290032,0.113494,-0.186765,-0.117164,-0.569756,0.180946,-0.607752,0.045762,-0.360357,-0.069914,-0.387412,-0.977772,-0.962356,-0.952092,-0.26868,-0.044962,-0.529486,-0.57187,-0.563793,-0.476696,-0.385923,-0.639088,-0.536664,-0.328429,-0.328429,-0.139916,-0.561511,-0.567372,-0.379277,-0.124031,-0.422998,-0.296597,-0.005615,-0.543529,-0.615121,-0.568889,-0.545896,-0.456373,-0.089852,-0.632643,-0.549087
3,"WALKING_DOWNSTAIRS",0.292423,-0.019355,-0.11614,0.939058,-0.228829,-0.102353,0.072569,0.010971,-0.002027,-0.131573,-0.013936,0.123827,-0.07787,-0.039157,-0.041619,-0.062813,-0.062813,-0.205239,-0.215295,-0.508568,-0.042171,-0.0077,-0.404452,-0.325864,0.052907,-0.0566,-0.090671,-0.135939,-0.529059,-0.229599,-0.356023,-0.274422,-0.129067,-0.542694,-0.302866,-0.159889,-0.109972,0.091007,0.028941,0.043962,-0.049478,0.043497,-0.332377,-0.05167,-0.576277,0.065444,-0.05741,-0.03315,-0.36224,-0.950061,-0.946095,-0.899944,-0.085801,-0.111439,-0.571735,-0.261653,-0.54674,-0.442308,-0.285683,-0.680947,-0.374605,-0.041134,-0.041134,-0.092632,-0.245795,-0.583919,-0.065442,-0.109722,-0.389723,-0.165443,-0.147728,-0.613525,-0.30863,-0.553095,-0.548164,-0.233849,-0.159102,-0.322441,-0.624911
3,"WALKING_UPSTAIRS",0.26082,-0.032411,-0.110065,0.883533,-0.382851,-0.162944,0.042688,0.039725,0.020821,0.072198,-0.139275,0.02156,-0.115511,-0.040037,-0.049818,-0.184015,-0.184015,-0.436901,-0.347322,-0.658861,-0.392004,-0.078809,-0.504495,-0.46125,-0.100019,-0.278896,-0.478434,-0.283773,-0.677315,-0.325151,-0.45379,-0.442664,-0.378217,-0.637294,-0.431503,-0.145536,-0.339321,-0.102014,-0.315866,0.023822,-0.412921,0.090494,-0.514212,-0.177731,-0.716878,0.075384,-0.313123,0.011628,-0.369755,-0.944041,-0.909826,-0.90947,-0.458365,-0.25168,-0.708552,-0.456039,-0.582743,-0.492327,-0.507271,-0.775774,-0.573434,-0.333597,-0.333597,-0.439021,-0.408887,-0.718028,-0.285333,-0.00804,-0.350797,-0.486447,-0.268192,-0.738706,-0.484821,-0.556046,-0.561098,-0.447994,-0.480609,-0.445182,-0.740033
4,"STANDING",0.263559,-0.015003,-0.110688,-0.420665,0.915165,0.341531,0.093449,0.006933,-0.006411,-0.009232,-0.093013,0.16972,-0.10502,-0.038123,-0.071216,-0.954558,-0.954558,-0.970096,-0.930236,-0.985069,-0.958802,-0.938883,-0.967504,-0.274195,0.366231,0.20133,-0.978542,-0.94397,-0.975383,0.182436,0.098743,0.077021,-0.967204,-0.972188,-0.961479,-0.066092,-0.52689,0.152886,-0.93939,0.241698,-0.962287,0.274027,-0.961557,-0.259852,-0.983609,0.202949,-0.954194,-0.941714,-0.962667,-0.9212,-0.969817,-0.976177,-0.978303,-0.942209,-0.978512,-0.973102,-0.961109,-0.962074,-0.975103,-0.986856,-0.983965,-0.931292,-0.931292,-0.960786,-0.947032,-0.982698,-0.952465,-0.946381,-0.962154,-0.980079,-0.944367,-0.980261,-0.975095,-0.956183,-0.965807,-0.937188,-0.958037,-0.9471,-0.982544
4,"SITTING",0.271538,-0.007163,-0.105875,0.869303,0.211623,0.11012,0.07845,-0.010858,-0.01215,-0.049444,-0.08943,0.10115,-0.096949,-0.041848,-0.048996,-0.935695,-0.935695,-0.970132,-0.926063,-0.98049,-0.977462,-0.905783,-0.951784,0.037382,0.078786,0.012094,-0.976846,-0.944298,-0.975155,0.21302,-0.07529,0.012246,-0.96059,-0.967584,-0.933777,0.109093,-0.394746,-0.145726,-0.929002,0.028092,-0.962501,0.227198,-0.94877,-0.200085,-0.976548,0.085934,-0.98031,-0.890224,-0.932203,-0.981405,-0.932727,-0.950949,-0.976742,-0.944596,-0.979039,-0.970132,-0.958468,-0.927972,-0.9699,-0.984441,-0.968805,-0.914408,-0.914408,-0.962549,-0.928898,-0.975807,-0.981908,-0.889467,-0.926999,-0.978777,-0.949293,-0.981699,-0.973333,-0.95412,-0.932868,-0.919816,-0.961585,-0.928851,-0.976262
4,"LAYING",0.2805,-0.009489,-0.096157,0.956198,-0.075901,0.166894,0.072133,-0.00653,-0.021189,-0.030645,-0.061825,0.075564,-0.103058,-0.046126,-0.049075,-0.906478,-0.906478,-0.963371,-0.900982,-0.967614,-0.973498,-0.889549,-0.931643,0.0621,-0.066988,-0.037782,-0.972311,-0.937624,-0.968648,0.272214,-0.126451,0.071106,-0.905464,-0.955993,-0.915281,-0.27481,-0.364372,-0.223109,-0.917614,-0.102972,-0.956139,0.201262,-0.914209,-0.286128,-0.964471,0.060985,-0.976921,-0.861597,-0.896881,-0.972908,-0.917613,-0.899405,-0.972587,-0.938355,-0.973054,-0.909688,-0.949227,-0.909995,-0.949634,-0.976065,-0.957982,-0.890977,-0.890977,-0.958159,-0.885144,-0.964283,-0.978738,-0.85738,-0.887554,-0.975707,-0.944075,-0.97623,-0.912465,-0.945826,-0.916652,-0.89534,-0.960032,-0.887194,-0.96643
4,"WALKING",0.278582,-0.01484,-0.111403,0.964,-0.085854,0.127764,0.078353,0.002956,-0.000768,-0.031798,-0.072691,0.080568,-0.115322,-0.039347,-0.055117,-0.312051,-0.312051,-0.366701,-0.497792,-0.681304,-0.426719,-0.1494,-0.631005,-0.138592,0.012348,-0.078789,-0.358883,-0.279553,-0.728992,-0.13528,-0.385881,-0.325738,-0.373385,-0.68846,-0.601381,-0.127154,-0.274666,0.149852,-0.450805,0.382096,-0.318588,0.111486,-0.609286,0.06973,-0.724327,0.265355,-0.44083,-0.078827,-0.586253,-0.983826,-0.967963,-0.962968,-0.297043,-0.221165,-0.751391,-0.500917,-0.665394,-0.662608,-0.492341,-0.80742,-0.640454,-0.527679,-0.527679,-0.316919,-0.553116,-0.730146,-0.447235,-0.101799,-0.594198,-0.297326,-0.2099,-0.772359,-0.542647,-0.654658,-0.716458,-0.651173,-0.320459,-0.593937,-0.757768
4,"WALKING_DOWNSTAIRS",0.279965,-0.009802,-0.106778,0.947732,-0.062085,0.148715,0.097186,0.005638,-0.007291,-0.102839,-0.070403,0.059264,-0.092128,-0.034843,-0.049284,-0.049162,-0.049162,-0.228851,-0.346606,-0.592843,-0.072239,-0.129607,-0.494683,-0.342286,0.213582,0.047838,-0.161633,-0.172942,-0.583917,-0.179115,-0.181293,-0.169702,-0.240299,-0.717546,-0.318306,-0.127145,-0.185486,0.377074,-0.019074,0.101078,-0.175295,0.092624,-0.429213,0.060029,-0.621752,0.144437,0.011194,-0.218598,-0.479186,-0.955259,-0.932066,-0.937754,-0.14576,-0.146242,-0.626647,-0.370245,-0.699454,-0.498481,-0.395995,-0.816858,-0.32578,-0.081956,-0.081956,-0.216859,-0.380573,-0.63708,0.03901,-0.322531,-0.512694,-0.20825,-0.177202,-0.668867,-0.414919,-0.691518,-0.621658,-0.263644,-0.280427,-0.457674,-0.685471
4,"WALKING_UPSTAIRS",0.270877,-0.03198,-0.114219,0.946264,-0.232944,0.084168,0.056097,0.023402,0.003403,0.039383,-0.085947,0.084375,-0.131472,-0.039051,-0.07225,-0.153704,-0.153704,-0.400922,-0.299779,-0.686978,-0.294488,-0.117109,-0.524656,-0.486812,-0.066235,-0.230537,-0.418305,-0.297805,-0.690107,-0.379654,-0.392702,-0.319649,-0.371069,-0.68431,-0.350766,-0.206073,-0.491528,-0.130134,-0.276825,-0.108017,-0.397406,0.049746,-0.575794,-0.150274,-0.740749,0.179517,-0.204933,-0.06669,-0.372138,-0.958495,-0.923376,-0.919619,-0.380488,-0.281543,-0.726495,-0.454431,-0.551186,-0.360811,-0.533667,-0.840723,-0.556237,-0.212012,-0.212012,-0.437261,-0.510974,-0.75527,-0.173217,-0.101434,-0.34511,-0.396763,-0.314525,-0.762772,-0.483549,-0.489824,-0.424534,-0.301006,-0.497324,-0.55249,-0.794209
